timestamp,main_steam_temp_C,main_steam_temp_C_is_anomaly,main_steam_pressure_kgcm2,main_steam_pressure_kgcm2_is_anomaly,bearing_temp_C,bearing_temp_C_is_anomaly,shaft_vibration_microns,shaft_vibration_microns_is_anomaly,exhaust_vacuum_mmHg,exhaust_vacuum_mmHg_is_anomaly
2026-07-10 06:19:01.730365,534.3281678718149,False,150.2114683024088,False,79.17118113890828,False,36.7437256167775,False,685.8110423021054,False
2026-07-10 06:19:31.730365,533.9864780927896,False,149.2857756987681,False,78.45951206605186,False,36.3563494822368,False,685.2914938212368,False
2026-07-10 06:20:01.730365,535.6513184185616,False,149.78062858623042,False,77.71203042002854,False,34.33823420418255,False,683.2176841984198,False
2026-07-10 06:20:31.730365,535.3968966006568,False,150.27933317033919,False,77.32283846567518,False,36.72084327318089,False,686.5651510516929,False
2026-07-10 06:21:01.730365,532.8729069525257,False,150.93248468608314,False,79.75446183582685,False,36.64204504051512,False,685.7100543782083,False
2026-07-10 06:21:31.730365,536.6380680656495,False,149.2528035822332,False,78.27922081250335,False,36.113017680233234,False,683.6608408405014,False
2026-07-10 06:22:01.730365,534.815315628841,False,150.14599237796077,False,78.08436570199706,False,41.588253408397556,False,686.8077966939178,False
2026-07-10 06:22:31.730365,533.2838859971969,False,148.85192110743606,False,77.1192161109175,False,34.851121962718814,False,684.2441671854946,False
2026-07-10 06:23:01.730365,536.7331227884011,False,150.62102370145394,False,78.83137496108202,False,34.55359310950788,False,683.9308494073917,False
2026-07-10 06:23:31.730365,535.8713990957131,False,150.38225453235543,False,77.85520095247529,False,33.45153117518269,False,684.5877409753801,False
2026-07-10 06:24:01.730365,533.0536607098942,False,150.27541052658532,False,79.83376843271922,False,38.27096110334288,False,686.2581748835233,False
2026-07-10 06:24:31.730365,537.6318037969112,False,150.27283327603448,False,78.26956312589621,False,30.726256177376897,False,685.2355050193681,False
2026-07-10 06:25:01.730365,535.9555462030252,False,149.55044277381265,False,78.5843551622825,False,34.81753098480884,False,683.7231762598378,False
2026-07-10 06:25:31.730365,534.9746008011776,False,150.4130766466829,False,77.25500609209641,False,35.23557206514361,False,685.3998534837839,False
2026-07-10 06:26:01.730365,537.384573369893,False,150.24066076609748,False,76.90235013214709,False,31.173470943845945,False,685.803695060265,False
2026-07-10 06:26:31.730365,535.2210059879471,False,149.60273662493088,False,77.17670823228077,False,34.93849130130732,False,683.8922438324169,False
2026-07-10 06:27:01.730365,534.9473097152282,False,149.4721689326223,False,77.57179876405576,False,27.894770284442863,False,685.1508950567339,False
2026-07-10 06:27:31.730365,533.9798065018348,False,150.82649104485253,False,76.76874386906142,False,34.261706513925176,False,684.1728592917924,False
2026-07-10 06:28:01.730365,535.8606013408544,False,149.54196420299996,False,76.99959977619511,False,32.799078459901615,False,685.6560808672663,False
2026-07-10 06:28:31.730365,535.70173161466,False,150.44501699461375,False,76.79814227781515,False,36.59425328575958,False,684.1515202349752,False
2026-07-10 06:29:01.730365,535.0051501262377,False,149.44354696406043,False,78.54454855573418,False,34.251080953437004,False,681.9122122179538,False
2026-07-10 06:29:31.730365,533.7845317947136,False,149.47629152525124,False,78.90988048703282,False,35.66326180031009,False,684.9967336801918,False
2026-07-10 06:30:01.730365,535.1888569335377,False,150.48337571711664,False,77.304344067511,False,35.51619550445362,False,684.1335827413769,False
2026-07-10 06:30:31.730365,534.8861733840041,False,151.50331765945762,False,79.58522419454752,False,40.725371358359524,False,683.8859125981451,False
2026-07-10 06:31:01.730365,532.9820935281027,False,150.1054158026614,False,78.48351755202715,False,34.22872090488094,False,685.225891252451,False
2026-07-10 06:31:31.730365,532.767543808208,False,149.9286361137191,False,78.15021505099247,False,35.10622194389282,False,683.9923573321322,False
2026-07-10 06:32:01.730365,535.8336385871199,False,150.501407876624,False,78.33508763103508,False,33.82143103707919,False,686.5399157639313,False
2026-07-10 06:32:31.730365,531.090384927615,False,149.285263424177,False,79.79949455101097,False,35.509466559190074,False,683.971036964087,False
2026-07-10 06:33:01.730365,535.3095878428663,False,150.09869970747943,False,78.78186836706118,False,37.4417754780547,False,685.8984175024134,False
2026-07-10 06:33:31.730365,534.292963885854,False,149.52475111549214,False,79.21993875309964,False,35.33586383603675,False,685.1529447062135,False
2026-07-10 06:34:01.730365,537.015291334822,False,148.7557525703412,False,81.11390994294412,False,35.26586842085483,False,685.9850139142069,False
2026-07-10 06:34:31.730365,534.3045908104435,False,151.28038691956806,False,77.86411804260052,False,36.97090150505812,False,685.1036763903941,False
2026-07-10 06:35:01.730365,536.0237745909708,False,149.64535668527392,False,77.89692037596814,False,36.45364935723381,False,683.4579226321415,False
2026-07-10 06:35:31.730365,534.4229020531714,False,149.39735734558764,False,78.54886983015517,False,31.397853874455787,False,685.5555260621861,False
2026-07-10 06:36:01.730365,535.2012146337087,False,149.61368634713887,False,77.12942799455043,False,32.16591636230016,False,685.6078210552403,False
2026-07-10 06:36:31.730365,536.158426645714,False,149.1177502635802,False,77.5040313766295,False,34.918064484079025,False,685.1846255690101,False
2026-07-10 06:37:01.730365,534.3570593256939,False,149.6250472724388,False,77.36110232206904,False,36.85258592022554,False,685.6065771554179,False
2026-07-10 06:37:31.730365,536.5289220973892,False,147.66530986421532,False,79.97904458655853,False,33.74181184024837,False,682.3624277560389,False
2026-07-10 06:38:01.730365,533.527053330668,False,150.09642145715307,False,78.72922721554795,False,32.41478902983543,False,683.7568623565085,False
2026-07-10 06:38:31.730365,535.4725012659218,False,148.5455016629996,False,77.79118426754178,False,31.908725900715194,False,685.1093699258007,False
